Speed,Torque,Ia magnitude,Ia phase,Ib magnitude,Ib phase,Ic magnitude,Ic phase,I beta magnitude,I beta phase,I alpha magnitude,I alpha phase,Iq ,Id ,,,,,,,
147.4699788,29.29127895,2.188930169,39.72108329,2.12108717,-64.89200854,2.635849262,168.5815476,25.9826011,39.72108329,29.1577145,-35.0349825,5.730946167,0.884712901,,,,,,,
125.4892566,24.9253499,0.81472811,-51.39681872,0.915368722,-176.9009267,0.797148258,59.40659994,9.67082267,-51.39681872,10.35462446,-150.8629114,0.99993121,0.813294171,,,,,,,
146.7878201,29.15578493,1.251716037,-17.41360677,1.711444632,-145.5429297,1.360304891,80.82832637,14.85786936,-17.41360677,19.37411787,-125.1602942,0.480006766,0.944610823,,,,,,,
127.2611599,25.27729484,0.864054672,-37.49449491,0.912424413,-164.7406916,0.790432296,75.73969425,10.25632895,-37.49449491,10.09069291,-136.8919296,0.999972935,0.825123157,,,,,,,
82.03595623,16.29442208,0.607090433,-173.7076334,0.374105363,58.37840364,0.47895568,-31.74863525,7.206163443,-173.7076334,4.169440285,110.3066376,1.000008757,0.524206879,,,,,,,
90.38029474,17.95181939,0.412438463,-97.4666953,0.608097481,157.5318772,0.640352156,16.00372485,4.895644555,-97.4666953,8.07846706,177.2843164,1.000031737,0.579458787,,,,,,,
61.56563883,12.22849773,0.313120916,-152.4961269,0.238822771,134.3392209,0.44541798,-3.373127103,3.716745278,-152.4961269,4.403232866,162.1434181,1.000014705,0.389727625,,,,,,,
50.15127559,9.961315618,0.296324422,-166.0791722,0.125704041,109.1811363,0.332324745,-8.206342534,3.517370885,-166.0791722,2.781013086,155.8287957,0.999997518,0.315678633,,,,,,,
3.179803712,0.631589686,0.006404333,-176.1411206,0.014469367,178.683533,0.020855594,0.270820464,0.076019434,-176.1411206,0.242064712,179.6206646,0.999999914,0.019699371,,,,,,,
35.88588492,7.127847132,0.13195335,-23.25439145,0.249710114,179.7709081,0.138263426,21.68937336,1.566286267,-23.25439145,2.614385085,-172.4536165,1.000003626,0.224348764,,,,,,,
105.3579147,20.92675468,0.606372551,-56.09923999,0.791889111,176.6543307,0.643058131,45.29902921,7.197642186,-56.09923999,8.970915821,-161.7073547,1.00002356,0.679025656,,,,,,,
148.8524917,29.56588108,1.515417786,-53.48491494,1.524195925,177.2846966,1.303093044,61.55118755,17.98800911,-53.48491494,16.4274944,-153.3941661,0.115879803,2.40186179,,,,,,,
113.597659,22.56337694,0.689217438,-124.0151143,0.708890636,130.6064236,0.847590737,2.237864414,8.181010993,-124.0151143,9.611161075,158.8905371,0.999858096,0.733974586,,,,,,,
89.99939827,17.87616369,0.512767211,-40.48324578,0.677248931,-176.9652838,0.46684387,52.17534995,6.0865468,-40.48324578,7.155842777,-157.2012814,0.999985908,0.576925652,,,,,,,
100.1036163,19.88311771,0.584765454,47.01238939,0.569435105,-51.23040775,0.755465267,178.7701252,6.94116594,47.01238939,8.246639484,-22.48402603,1.00001978,0.644050161,,,,,,,
118.6124083,23.55943336,0.69789966,79.78420691,0.81310861,-31.7677845,0.855158414,-162.3874976,8.284068959,79.78420691,10.38838438,-6.413723562,0.999979457,0.767386179,,,,,,,
21.12725905,4.196409625,0.143045499,-0.848589966,0.08613832,-169.0682768,0.061298256,162.4794398,1.697950073,-0.848589966,0.298136187,-126.9004433,0.999999639,0.131327992,,,,,,,
85.87304779,17.0565658,0.61491486,-13.03526648,0.558019396,-155.9788311,0.376609,103.7284711,7.299039393,-13.03526648,4.981251707,-125.3285664,0.999969772,0.549590054,,,,,,,
20.64915168,4.101445371,0.139883797,179.2610243,0.082822127,10.94450293,0.061123705,-16.66479253,1.660420674,179.2610243,0.276152736,55.61118576,1.000000296,0.128336839,,,,,,,
61.38364794,12.19234972,0.20661222,-59.32032901,0.432662912,173.1543302,0.34782829,21.25985621,2.452487046,-59.32032901,5.190664821,-174.3513555,1.000011925,0.388543142,,,,,,,
133.0231102,26.42176435,0.884505874,131.1801149,0.948872312,6.894854282,0.858574539,-114.7629271,10.49908473,131.1801149,10.81987487,34.46851595,0.999983458,0.863583893,,,,,,,
5.001461051,0.993417047,0.031198898,0.766280452,0.004852214,-166.8169336,0.026480742,178.5082663,0.370330921,0.766280452,0.149545686,-4.720968714,1.000000059,0.030988617,,,,,,,
21.95240015,4.360303579,0.066421264,-17.31674583,0.149050024,179.2802879,0.087478224,11.80627501,0.788420409,-17.31674583,1.611945914,-176.0931479,1.000000099,0.136493506,,,,,,,
131.0117623,26.02225962,0.91006305,-28.5604293,0.916939949,-155.0790802,0.822088592,87.75221198,10.8024484,-28.5604293,10.17641042,-125.5714497,1.000032015,0.850165748,,,,,,,
129.477495,25.71751522,0.833206886,119.8043215,0.934729025,-3.206516686,0.848145344,-127.7397249,9.890165742,119.8043215,10.81821849,23.06427302,0.999942882,0.839912934,,,,,,,
104.1067247,20.67823661,0.76898304,-11.19365025,0.678771976,-146.1479581,0.560790921,109.8746738,9.127828685,-11.19365025,6.711540511,-112.3911929,0.999999623,0.670688508,,,,,,,
11.69421164,2.322767102,0.032396963,9.967528899,0.046795304,-6.074036635,0.078443302,-179.5208327,0.384551955,9.967528899,0.856965253,-1.968586038,1.000000133,0.072520668,,,,,,,
37.99458529,7.546688522,0.194457069,165.9644651,0.256606185,3.953072909,0.093492424,-136.0805238,2.308205408,165.9644651,2.286955903,14.32041991,0.999994117,0.237759059,,,,,,,
46.28807584,9.193986142,0.111031007,-115.7973166,0.264664436,166.2591421,0.307654284,6.926069956,1.317938048,-115.7973166,3.858930485,177.3772842,1.000005302,0.290804788,,,,,,,
105.3495467,20.92509259,0.743016359,-158.4267735,0.556327557,89.16556483,0.739210789,-22.51553178,8.819604181,-158.4267735,7.380405995,128.7966225,0.999967576,0.678967414,,,,,,,
8.212111269,1.631133631,0.024504219,173.6535431,0.055161111,-0.210955901,0.030908414,-175.3501876,0.290865083,173.6535431,0.589358733,1.534215511,0.999999736,0.050898549,,,,,,,
105.0366044,20.86293431,0.77653559,-169.0556534,0.57104222,69.64919138,0.684408731,-34.53204717,9.21747745,-169.0556534,6.805011863,111.5809864,0.999948943,0.676882128,,,,,,,
89.29812662,17.73687335,0.55101996,-31.28367586,0.659900987,-171.3445199,0.426028373,64.78721911,6.54060692,-31.28367586,6.610058935,-149.8292387,1.000023714,0.572282471,,,,,,,
94.80340788,18.83036187,0.696677651,-168.863803,0.467981662,70.38579954,0.609070201,-30.18852951,8.269563719,-168.863803,5.711542318,116.3082084,0.999965524,0.608811742,,,,,,,
102.1618998,20.29194504,0.656448683,-34.78137375,0.75771939,-170.096611,0.545681801,67.6770366,7.792045864,-34.78137375,7.852432598,-146.3386551,1.000039666,0.657745614,,,,,,,
154.664563,30.72030589,1.48235748,-119.9575433,1.637381171,121.7290779,1.60499345,-3.871126996,17.59558329,-119.9575433,19.76353034,148.6348462,0.324094563,2.43084306,,,,,,,
93.54802879,18.58101174,0.442626517,-98.16904371,0.630884446,156.3582932,0.667037942,16.11440495,5.253976752,-98.16904371,8.365308612,176.8133707,0.999870505,0.600537125,,,,,,,
51.67639211,10.26424245,0.144931677,-59.37440801,0.353491866,173.4400229,0.289883426,16.91281253,1.720339001,-59.37440801,4.317877957,-176.0002623,1.000005466,0.325526204,,,,,,,
31.83318117,6.322877356,0.158674294,-12.00644333,0.213009246,-176.7865982,0.072960613,38.02880468,1.883463867,-12.00644333,1.891951007,-168.108205,0.999996122,0.198661288,,,,,,,
7.047047041,1.399722319,0.015562526,172.2439901,0.046544874,-0.522825649,0.03116785,-176.9184083,0.184727179,172.2439901,0.53232365,0.922666764,1.000000188,0.043671282,,,,,,,
1.676569439,0.333009223,0.00792275,-179.3546695,0.002977052,177.6693841,0.010896883,-0.167366168,0.09404304,-179.3546695,0.095068702,179.3684958,1.000000005,0.010385961,,,,,,,
60.84831018,12.08601806,0.22351837,-49.32770422,0.436851363,175.5755514,0.320119831,25.10634328,2.653163046,-49.32770422,5.020468277,-171.9865053,1.000008899,0.385057189,,,,,,,
89.14052104,17.70556888,0.409704853,73.46438794,0.575268363,-26.45659022,0.646202537,-167.80828,4.863196604,73.46438794,7.900953375,-5.965809252,1.000023226,0.571240752,,,,,,,
116.2802215,23.09620191,0.70409346,-119.3308631,0.744313801,133.6951046,0.862415518,5.033996239,8.357589367,-119.3308631,9.930633167,161.3877986,1.000044914,0.751827316,,,,,,,
93.97340316,18.66550188,0.447554885,-99.38600152,0.631076536,155.6366102,0.672737612,15.62806119,5.312476486,-99.38600152,8.3971661,176.2985024,0.999963559,0.603301777,,,,,,,
132.3599995,26.29005374,0.839874859,-77.6106054,0.936643793,163.078503,0.901372216,37.41788721,9.969314578,-77.6106054,11.20684989,-170.3161218,0.999956848,0.859124573,,,,,,,
12.75380145,2.533228519,0.025304752,-163.9370137,0.059612844,174.9131551,0.083712454,1.174616412,0.300367412,-163.9370137,0.980804955,178.570816,1.000000139,0.0791075,,,,,,,
96.5220259,19.17172301,0.497252125,-115.9685705,0.602127097,145.0797748,0.718776764,8.187884099,5.902382725,-115.9685705,8.424451781,168.6316512,1.000015898,0.620247488,,,,,,,
84.32255124,16.74859785,0.633977908,0.056719424,0.441571201,-135.6971945,0.442531519,135.9316143,7.525317774,0.056719424,4.222954728,-89.8187602,1.000002902,0.539321588,,,,,,,
36.6726849,7.28412557,0.08033192,-49.40337462,0.243567124,175.4172148,0.194989346,12.29917887,0.953539885,-49.40337462,2.973337155,-177.0835279,0.999999706,0.229347076,,,,,,,
134.4161588,26.69845914,0.874992249,-117.5567556,0.89037597,127.9986559,0.955824503,4.44559601,10.386158,-117.5567556,11.15006974,157.3121632,1.000309871,0.872821267,,,,,,,
13.10401921,2.602790651,0.045774901,8.31692597,0.043715992,-8.851666639,0.08848889,179.9316181,0.543348073,8.31692597,0.903664941,-2.970154033,0.999999614,0.08128569,,,,,,,
13.60588833,2.702474589,0.081955413,-177.356426,0.009555332,60.31506353,0.077268498,-3.354531189,0.972810754,-177.356426,0.5039166,169.9571592,0.999999334,0.084407892,,,,,,,
