Speed,Torque,Ia magnitude,Ia phase,Ib magnitude,Ib phase,Ic magnitude,Ic phase,Vab magnitude,Vab phase,Vac magnitude,Vac phase,Vca magnitude,Vca phase,I beta magnitude,I beta phase,I alpha magnitude,I alpha phase,V beta magnitude,V beta phase,V alpha magnitude,V alpha phase,Iq ,Id ,Vq ,Vd 
146.025429922998,24.1702957489389,16.2938174846583,132.776935868372,15.8578486814829,15.2896854726011,16.686645189782,-104.686903933486,355.239841698335,-168.449900940924,373.70254225927,71.9188237713197,366.847912266775,-50.7589256927122,16.2938174846584,132.776935868371,16.2720875198968,46.1441547202791,0.540553955396238,159.033777316722,0.566157315291503,71.1553965779677,6.00600357630649,15.2898653056874,-18.67151109377,180.148582452091
37.2197314885441,6.16065241683305,2.86446204777707,2.12172103717738,1.25709082655567,-148.000423308085,1.88171072698386,162.683237845566,22.1555224271123,133.118618879687,64.463507838973,-4.33060808038805,50.4195347954231,-167.043675734397,2.86446204777698,2.12172103716589,0.82403122703074,-59.2223776180712,0.0384667981215064,38.1150009262345,0.0979973246930734,-4.17699428659166,5.99319529342464,1.1186160341381,18.4454933931177,68.9239608404623
60.9297982321772,10.0851697130525,2.13773369763604,62.3333918172692,3.74889963733702,-20.2684334638983,4.54840870119446,-172.488075363433,142.316434072393,170.533072141184,125.783514925315,17.5714274238742,64.702573979527,-71.5624282506686,2.13773369763598,62.3333918172694,4.65168912137728,-5.01323576152772,0.158414721349807,151.908050883882,0.191261569416203,17.3906895306351,6.00808720210682,2.40678904969958,31.4394777576584,98.9496981295101
44.9934506084824,7.44736727394507,2.93644292464496,-168.569355875657,1.06912664087452,103.79228170167,3.16614272467122,-8.28717265710026,58.5589909360072,-23.1675155075898,93.8235963967004,-178.532265906766,47.3683561689928,32.4864029575666,2.93644292464481,-168.56935587566,2.13793404986611,156.19461612327,0.0443966217136635,-75.162747576552,0.142000556850126,-178.479347824237,6.00269396306405,1.44369367954942,22.2047006648385,80.3059820631714
23.5726577010738,3.9017731947367,1.25851063890968,-9.85808184621597,1.81163662580048,-178.096328855711,0.633790239109236,25.7802651546371,18.2598621788087,10.9285757681313,11.0735213327917,-22.0510614420033,28.2007749516628,178.586673710962,1.25851063890968,-9.8580818462119,1.38847465875663,-171.972783464827,0.0405644316042294,3.7711737079145,0.0166473251972891,-21.8415017216274,5.99822168302039,0.664370564538891,11.7972856665012,45.159952338789
30.8243642745655,5.10208393964082,2.31108188309391,-176.49559017801,0.734532575260477,40.9066363426395,1.78425808552017,-10.9762694326081,21.0940575141772,-24.8059750185246,47.1899623674764,178.709824982216,29.0918656297096,15.5264809831208,2.31108188309402,-176.495590178016,0.837681436937263,145.551871411188,0.0166659347576209,-119.326588020579,0.0714881554469013,179.15930086428,5.99756103209671,0.903156739220562,14.9113649783681,57.5348935711003
16.4617856659715,2.72477354329302,0.828445650507729,7.57997280270237,0.478750614153454,-15.9707388881748,1.28167498068846,178.996512446187,12.3964816688749,176.369057659834,12.4371739662591,3.55682408936503,1.55720184931988,-91.5315190161391,0.828445650507672,7.57997280271064,1.00953184158262,-5.05841125444422,0.0110613224125101,169.035693401984,0.0189720507548765,3.24397186729559,6.00046616983748,0.456317604045175,9.41916851288455,31.76753330002
55.9985394014428,9.26894212573252,2.58501939194646,147.200947915062,4.32819143232074,0.0497369554697936,2.57227634337822,-146.918017384983,124.588617439565,-170.58428075571,52.042808658549,73.9458932824347,112.490554179107,-15.2723776096499,2.58501939194653,147.200947915063,3.83046420451675,12.2508788826151,0.202624569438448,177.621733164547,0.0790040253461834,73.3306095043416,5.98304101183711,2.02665762748941,30.5761553371713,94.5493834212149
103.37233722605,17.1103071864277,8.42322610811535,81.8997330132399,10.4300695853592,-28.1949552962602,10.9255689117926,-161.806497877314,244.561470091669,148.380207442189,263.761102290688,15.1745039223129,202.623663429125,-103.211606885058,8.42322610811542,81.8997330132398,11.3336972069287,-4.43112560811815,0.317657135662842,115.710421699125,0.400295788822388,14.6789480463203,5.97902576614358,9.33979659877345,15.7546790340875,129.405723537938
78.1343230605619,12.9328822898366,4.41447485217355,50.7706668846227,5.0773110008301,-36.4110318667027,6.88990428496816,-176.623576736319,151.757679169777,147.304178502216,196.31857351915,5.46935884612451,121.339012612313,-123.920968743684,4.41447485217285,50.7706668846165,6.50671826883252,-13.3800515990443,0.167340653522044,107.506233829672,0.298072250628866,5.21336940696643,6.00865195160992,4.9404680942568,30.940459165666,106.134277434145
